,ace-events-production-20160819-142035.ng.bluemix.net/socket.io/;GET_x,api.xforce.ibmcloud.com/taxii;POST_x,ace-appdetails-test-20160819-141650.ng.bluemix.net/apps/api/model;GET_x,ace-dashboard-test-20160819-141650.ng.bluemix.net/dashboard/api/cf-apps-info;GET_x,api.xforce.ibmcloud.com/socket.io/;GET_x,ace-events-test-20160819-141650.ng.bluemix.net/events/cfServices;GET_x,api.ng.bluemix.net/v2/app;PUT_x,api.xforce.ibmcloud.com/casefiles/shared;GET_x,ace-abstraction-test-20160819-141650.ng.bluemix.net/model/v1/dashboard;GET_x,ace-appdetails-test-20160819-141650.ng.bluemix.net/socket.io/;GET_x,ace-dashboard-test-20160819-141650.ng.bluemix.net/dashboard/api/services-info;GET_x,ace-events-production-20160816-120854.ng.bluemix.net/socket.io/;GET_x,ace-events-test-20160819-141650.ng.bluemix.net/sessionp;GET_x,ace-dashboard-test-20160819-141650.ng.bluemix.net/dashboard/api/model;GET_x,api.xforce.ibmcloud.com/notifications;OPTIONS_x,new-console.ng.bluemix.net/dashboard/api/model;GET_x,api.xforce.ibmcloud.com/casefiles/shared;OPTIONS_x,new-console.ng.bluemix.net/dashboard/api/action;GET_x,new-console.ng.bluemix.net/apps/api/model;GET_x,api.xforce.ibmcloud.com/businessmetrics/trendingitems/;OPTIONS_x,api.xforce.ibmcloud.com/news/;OPTIONS_x,api.xforce.ibmcloud.com/alertcon;OPTIONS_x,new-console.ng.bluemix.net/dashboard/api/cf-apps-info;GET_x,new-console.ng.bluemix.net/events/;GET_x,new-console.ng.bluemix.net/dashboard/api/services-info;GET_x,ace-dashboard-test-20160819-141650.ng.bluemix.net/dashboard/api/action;GET_x,natural-language-classifier-toolkit.ng.bluemix.net/socket.io/;GET_x,ace-events-test-20160819-141650.ng.bluemix.net/events/;GET_x,ace-dashboard-production-20160819-142035.ng.bluemix.net/socket.io/;GET_x,ace-events-test-20160819-141650.ng.bluemix.net/events/cfServices/tags;GET_x,ace-events-test-20160819-141650.ng.bluemix.net/events/cfApps;GET_x,ibmwatson-rr-wsapi-prod.ng.bluemix.net/primus/;GET_x,ace-events-test-20160819-141650.ng.bluemix.net/socket.io/;GET_x
ace-events-production-20160816-120854.ng.bluemix.net/socket.io/;GET_y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ace-events-test-20160819-141650.ng.bluemix.net/sessionp;GET_y,0,0,3,3,0,4,0,0,0,0,1,0,0,2,0,1,0,3,3,0,0,0,2,2,1,3,2,3,1,1,4,0,2
ace-dashboard-test-20160819-141650.ng.bluemix.net/dashboard/api/model;GET_y,0,0,2,0,0,5,0,0,2,4,0,0,4,0,0,2,0,3,3,0,0,0,0,0,0,3,3,3,1,4,3,0,2
api.xforce.ibmcloud.com/notifications;OPTIONS_y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new-console.ng.bluemix.net/dashboard/api/model;GET_y,0,0,3,0,0,5,0,0,2,4,0,0,4,2,0,0,0,3,2,0,0,0,0,2,0,3,2,2,2,5,2,0,1
api.xforce.ibmcloud.com/casefiles/shared;OPTIONS_y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new-console.ng.bluemix.net/dashboard/api/action;GET_y,1,0,1,0,0,3,0,0,4,0,0,0,0,5,0,3,0,0,1,0,0,0,0,4,0,0,5,5,0,4,5,0,3
new-console.ng.bluemix.net/apps/api/model;GET_y,2,0,3,0,2,4,0,0,2,0,0,0,2,3,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,3,3,0,0
api.xforce.ibmcloud.com/businessmetrics/trendingitems/;OPTIONS_y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api.xforce.ibmcloud.com/news/;OPTIONS_y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api.xforce.ibmcloud.com/alertcon;OPTIONS_y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new-console.ng.bluemix.net/dashboard/api/cf-apps-info;GET_y,0,0,2,2,1,1,0,0,0,0,5,0,4,0,0,0,0,2,2,0,0,0,0,0,5,2,2,0,0,1,1,0,1
new-console.ng.bluemix.net/events/;GET_y,1,0,3,0,1,3,0,0,2,2,0,0,3,2,0,4,0,3,4,0,0,0,0,0,0,3,0,2,2,3,2,1,1
new-console.ng.bluemix.net/dashboard/api/services-info;GET_y,0,0,2,3,0,2,0,0,0,0,3,0,4,1,0,1,0,2,2,0,0,0,3,1,0,2,1,1,0,1,1,0,2
ace-dashboard-test-20160819-141650.ng.bluemix.net/dashboard/api/action;GET_y,1,0,1,0,0,3,0,0,4,0,0,0,0,5,0,3,0,0,1,0,0,0,0,4,0,0,5,5,0,4,5,0,3
natural-language-classifier-toolkit.ng.bluemix.net/socket.io/;GET_y,2,0,2,2,0,5,0,0,2,0,2,0,2,4,0,2,0,2,2,0,0,0,2,1,2,2,0,2,0,3,3,0,1
ace-events-test-20160819-141650.ng.bluemix.net/events/;GET_y,2,0,3,0,1,2,0,0,4,2,0,0,5,4,0,4,0,4,2,0,0,0,0,4,0,4,2,0,2,5,4,0,0
ace-dashboard-production-20160819-142035.ng.bluemix.net/socket.io/;GET_y,0,0,2,0,0,2,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,0,0,1,0,0,0,2,0,2,2,0,0
ace-events-test-20160819-141650.ng.bluemix.net/events/cfServices/tags;GET_y,0,0,3,0,0,3,0,0,3,1,0,0,4,4,0,4,0,3,3,0,0,0,0,3,0,3,2,3,2,0,4,0,2
ace-events-test-20160819-141650.ng.bluemix.net/events/cfApps;GET_y,0,0,1,0,0,5,0,0,4,1,0,0,4,3,0,2,0,4,0,0,0,0,0,2,0,4,3,3,2,4,0,0,2
ibmwatson-rr-wsapi-prod.ng.bluemix.net/primus/;GET_y,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ace-events-test-20160819-141650.ng.bluemix.net/socket.io/;GET_y,0,0,0,1,1,3,0,0,2,2,1,0,2,1,0,1,0,2,0,0,0,0,2,1,0,2,2,3,0,1,1,0,0
